id,timestamp,latitude,longitude,hour,cluster
Frank,2020-07-03 21:15:18,10.1966204,77.5377217,22,-1
Frank,2020-07-04 10:37:57,10.1438075,77.5739649,11,-1
Frank,2020-07-03 19:51:54,10.1489877,77.6956545,20,7
Frank,2020-07-04 07:07:51,10.0651581,77.63638,8,-1
Frank,2020-07-04 01:35:00,10.2421952,77.5503157,2,-1
Frank,2020-07-03 23:56:52,10.0669109,77.6521991,24,-1
Carol,2020-07-03 22:23:21,10.0563259,77.6793268,23,-1
Carol,2020-07-04 14:33:51,10.1542603,77.6560568,15,8
Ivan,2020-07-04 17:37:54,10.0943911,77.5034733,18,-1
Ivan,2020-07-04 16:28:17,10.0438725,77.6532444,17,9
Ivan,2020-07-04 16:39:23,10.0903829,77.5959167,17,-1
Ivan,2020-07-03 23:53:52,10.0016481,77.5616944,24,-1
Erin,2020-07-04 03:05:27,10.0541543,77.5759856,4,-1
Erin,2020-07-03 19:48:23,10.0484629,77.5574398,20,-1
Erin,2020-07-04 08:52:24,10.2155071,77.6851221,9,-1
Erin,2020-07-03 21:16:36,10.2076868,77.620772,22,-1
Erin,2020-07-04 01:37:38,10.1773791,77.600861,2,-1
Bob,2020-07-04 11:21:57,10.2732274,77.5800554,12,-1
Bob,2020-07-04 07:26:42,10.1961808,77.5507066,8,-1
Bob,2020-07-04 11:40:04,10.2662229,77.6912688,12,-1
Bob,2020-07-04 09:58:10,10.271596,77.5473907,10,-1
Grace,2020-07-04 02:05:24,10.2205883,77.5252412,3,10
Grace,2020-07-04 07:21:10,10.2029247,77.566494,8,-1
Grace,2020-07-04 03:53:39,10.2982057,77.6746105,4,-1
Grace,2020-07-04 02:19:32,10.1467349,77.6690384,3,-1
Grace,2020-07-04 07:13:57,10.0478018,77.6443368,8,-1
Grace,2020-07-04 15:42:02,10.0003685,77.5842622,16,-1
Grace,2020-07-04 14:32:22,10.2739295,77.5462164,15,-1
Grace,2020-07-04 06:25:04,10.0181918,77.5728402,7,-1
Grace,2020-07-03 23:04:40,10.051004,77.6169707,24,-1
Alice,2020-07-04 09:41:46,10.2561024,77.5805391,10,-1
Alice,2020-07-04 13:47:38,10.1482545,77.5104166,14,11
Alice,2020-07-04 10:29:17,10.1846394,77.6841057,11,-1
Alice,2020-07-04 06:10:07,10.2380452,77.5968143,7,-1
Alice,2020-07-04 11:53:01,10.1903304,77.6639188,12,-1
Alice,2020-07-04 00:25:20,10.270851,77.5221931,1,-1
Judy,2020-07-04 17:46:06,10.2611762,77.554424,18,-1
Judy,2020-07-04 13:26:51,10.1105465,77.5572154,14,-1
Judy,2020-07-04 01:49:19,10.2322725,77.5712529,2,-1
Judy,2020-07-04 09:34:59,10.0527244,77.6224981,10,-1
David,2020-07-04 09:43:12,10.0285125,77.6244403,10,-1
David,2020-07-04 06:12:33,10.1225312,77.6710008,7,-1
David,2020-07-03 21:17:10,10.0097966,77.6450906,22,-1
David,2020-07-04 18:04:59,10.0911912,77.5856961,19,-1
David,2020-07-04 06:36:35,10.1482561,77.6970654,7,7
David,2020-07-04 04:43:47,10.2575381,77.6343101,5,-1
David,2020-07-04 14:45:09,10.1406416,77.6052093,15,-1
David,2020-07-04 03:02:01,10.2098679,77.5156352,4,-1
David,2020-07-04 04:29:46,10.230254,77.5236888,5,-1
Frank,2020-07-04 03:44:00,10.1462228,77.5107261,4,-1
Frank,2020-07-03 19:11:16,10.2989277,77.5607587,20,-1
Frank,2020-07-04 15:25:05,10.0944574,77.6366477,16,-1
Frank,2020-07-04 07:48:42,10.1033751,77.6883791,8,12
Frank,2020-07-04 16:44:03,10.2519899,77.5104444,17,-1
Frank,2020-07-04 10:15:21,10.1571852,77.5641835,11,-1
Carol,2020-07-03 19:03:58,10.0069962,77.6666719,20,-1
Ivan,2020-07-04 15:57:52,10.1595031,77.5555111,16,-1
Ivan,2020-07-04 04:22:50,10.1245298,77.5785477,5,-1
Ivan,2020-07-03 20:55:30,10.1433359,77.6703442,21,-1
Ivan,2020-07-04 02:00:44,10.170725,77.6142029,3,-1
Ivan,2020-07-04 17:02:59,10.0836501,77.5965085,18,-1
Ivan,2020-07-04 04:36:45,10.2869735,77.5517187,5,-1
Ivan,2020-07-04 01:46:15,10.1622105,77.5018463,2,-1
Ivan,2020-07-04 00:39:53,10.0642383,77.567488,1,-1
Ivan,2020-07-04 15:57:44,10.1297626,77.6444546,16,-1
Ivan,2020-07-04 05:03:01,10.1794917,77.5509542,6,-1
Erin,2020-07-04 02:48:17,10.2350704,77.6911611,3,-1
Erin,2020-07-04 02:48:04,10.1943912,77.6862893,3,-1
Bob,2020-07-03 20:43:11,10.1286011,77.6648425,21,-1
Bob,2020-07-04 14:47:34,10.2144023,77.5299279,15,13
Bob,2020-07-04 01:38:23,10.2707988,77.5263741,2,-1
Bob,2020-07-04 17:27:35,10.0785577,77.6600478,18,-1
Bob,2020-07-04 13:48:25,10.0363678,77.6019697,14,-1
Bob,2020-07-03 18:57:48,10.2342266,77.6754144,19,14
Grace,2020-07-04 09:07:59,10.2843611,77.6935965,10,-1
Grace,2020-07-04 16:07:21,10.0780108,77.5719094,17,-1
Alice,2020-07-04 13:37:13,10.2047018,77.6110799,14,-1
Alice,2020-07-04 13:45:17,10.040787,77.6728957,14,-1
Alice,2020-07-04 07:23:17,10.2205028,77.5964796,8,-1
Judy,2020-07-04 04:37:08,10.1979221,77.644175,5,-1
Judy,2020-07-04 03:12:20,10.1025286,77.5938551,4,4
Judy,2020-07-04 04:03:57,10.1983496,77.5840833,5,-1
Judy,2020-07-04 03:34:20,10.2018606,77.6148472,4,-1
Judy,2020-07-04 00:13:36,10.2826737,77.5816809,1,-1
Judy,2020-07-04 12:07:42,10.0195725,77.6005102,13,-1
Judy,2020-07-03 19:51:28,10.2931615,77.5719892,20,-1
Judy,2020-07-04 17:17:10,10.2728072,77.5768387,18,-1
David,2020-07-04 10:09:44,10.1222748,77.5595678,11,-1
David,2020-07-04 07:36:27,10.2198287,77.5437043,8,-1
Frank,2020-07-03 22:46:49,10.1892233,77.5032971,23,-1
Frank,2020-07-04 13:59:23,10.0046605,77.5376049,14,-1
Frank,2020-07-03 20:09:43,10.2711781,77.6064429,21,-1
Frank,2020-07-03 20:57:41,10.0940932,77.5417083,21,-1
Carol,2020-07-04 07:55:05,10.1127099,77.6259355,8,-1
Carol,2020-07-04 01:58:46,10.0399828,77.6398812,2,-1
Carol,2020-07-03 20:43:26,10.2794523,77.5090167,21,-1
Carol,2020-07-04 10:12:11,10.1414236,77.6377261,11,-1
Carol,2020-07-04 09:51:40,10.0369935,77.5323494,10,-1
Carol,2020-07-04 02:00:04,10.1053797,77.6964264,3,-1
Carol,2020-07-04 13:40:52,10.1707076,77.6329193,14,-1
Carol,2020-07-03 19:13:08,10.1017547,77.5553525,20,-1
Carol,2020-07-04 10:47:30,10.1448223,77.5422609,11,-1
Carol,2020-07-04 17:58:32,10.0885977,77.6692701,18,-1
Carol,2020-07-04 07:02:25,10.2027481,77.5145485,8,-1
Carol,2020-07-04 05:19:35,10.2474897,77.5639081,6,15
Carol,2020-07-03 20:36:39,10.2780641,77.6581156,21,-1
Carol,2020-07-04 16:13:55,10.2484307,77.6315495,17,-1
Carol,2020-07-04 15:09:20,10.0511908,77.6369742,16,-1
Carol,2020-07-03 20:10:52,10.2400495,77.536062,21,-1
Carol,2020-07-03 22:21:44,10.129962,77.6168455,23,-1
Carol,2020-07-04 03:49:35,10.1010396,77.5745527,4,-1
Carol,2020-07-04 06:24:15,10.0270893,77.6509491,7,-1
Carol,2020-07-04 17:26:09,10.0961506,77.5354,18,-1
Carol,2020-07-03 18:34:46,10.0497258,77.5999103,19,-1
Carol,2020-07-04 16:23:58,10.2838145,77.5097628,17,-1
Carol,2020-07-04 12:11:23,10.1060848,77.5044673,13,-1
Carol,2020-07-04 03:20:23,10.1741496,77.5578641,4,-1
Carol,2020-07-03 21:01:02,10.1477169,77.5195795,22,-1
Carol,2020-07-04 16:15:08,10.1474267,77.5524321,17,-1
Carol,2020-07-03 21:00:26,10.120465,77.5105184,22,-1
Carol,2020-07-04 02:48:57,10.1092569,77.611663,3,-1
Carol,2020-07-04 05:22:04,10.1066305,77.5412828,6,-1
Carol,2020-07-04 00:42:24,10.2361271,77.6693616,1,-1
Carol,2020-07-03 19:17:14,10.210107,77.5082255,20,6
Carol,2020-07-04 08:57:24,10.1559916,77.664193,9,-1
Carol,2020-07-04 10:25:55,10.0106725,77.6336032,11,-1
Carol,2020-07-03 19:09:59,10.0754162,77.5223321,20,-1
Carol,2020-07-04 16:04:13,10.0653405,77.6558485,17,-1
Carol,2020-07-04 17:01:57,10.1259045,77.6085482,18,-1
Carol,2020-07-04 15:53:28,10.1973959,77.6841051,16,-1
Carol,2020-07-03 23:01:45,10.1625319,77.683274,24,-1
Carol,2020-07-04 15:54:49,10.1467799,77.6385204,16,-1
Carol,2020-07-04 00:48:09,10.2250305,77.620741,1,-1
Carol,2020-07-03 19:24:55,10.0705527,77.5790882,20,-1
Carol,2020-07-04 12:37:01,10.064749,77.5987264,13,-1
Carol,2020-07-04 03:43:45,10.2683096,77.6884691,4,-1
Carol,2020-07-04 04:18:58,10.1488546,77.5025246,5,-1
Ivan,2020-07-04 18:21:23,10.0708188,77.647211,19,-1
Ivan,2020-07-04 02:28:52,10.0963387,77.6848368,3,-1
Ivan,2020-07-04 03:14:15,10.2962868,77.6715576,4,-1
Ivan,2020-07-04 13:16:37,10.1777852,77.5618857,14,-1
Ivan,2020-07-04 18:25:40,10.0617147,77.5609334,19,-1
Ivan,2020-07-04 11:04:48,10.2555969,77.5056473,12,-1
Ivan,2020-07-04 08:23:47,10.0322284,77.5002899,9,-1
Ivan,2020-07-04 18:11:54,10.0154943,77.5572788,19,-1
Ivan,2020-07-04 10:35:46,10.2798517,77.6754189,11,-1
Ivan,2020-07-04 08:54:12,10.1280647,77.5308077,9,-1
Ivan,2020-07-03 20:54:32,10.1558228,77.6559234,21,8
Ivan,2020-07-04 17:51:15,10.2829785,77.602733,18,-1
Ivan,2020-07-04 08:10:41,10.2366086,77.5350245,9,-1
Ivan,2020-07-03 19:49:44,10.0542226,77.6730747,20,-1
Ivan,2020-07-03 21:29:49,10.1240612,77.6977039,22,-1
Ivan,2020-07-03 22:40:04,10.1061047,77.6218064,23,-1
Ivan,2020-07-04 14:00:58,10.2347919,77.5179057,15,-1
Ivan,2020-07-04 01:05:12,10.043021,77.6210535,2,-1
Ivan,2020-07-04 07:19:53,10.2585511,77.6046165,8,-1
Ivan,2020-07-03 20:25:37,10.23781,77.6062745,21,-1
Ivan,2020-07-04 02:59:54,10.0529431,77.5725531,3,-1
Ivan,2020-07-04 17:58:22,10.1181016,77.5993827,18,-1
Ivan,2020-07-03 23:05:39,10.0121005,77.6259266,24,-1
Ivan,2020-07-04 07:10:33,10.230425,77.515714,8,-1
Ivan,2020-07-04 08:18:51,10.161518,77.599352,9,-1
Ivan,2020-07-04 03:49:57,10.0382054,77.5012024,4,-1
Ivan,2020-07-04 12:29:52,10.0005127,77.6580125,13,-1
Ivan,2020-07-04 08:06:44,10.0336743,77.6676922,9,-1
Ivan,2020-07-03 21:11:18,10.0455639,77.5853195,22,-1
Ivan,2020-07-04 15:54:01,10.2392387,77.552027,16,-1
Ivan,2020-07-04 03:56:26,10.1933224,77.5195702,4,-1
Ivan,2020-07-04 06:30:49,10.1097451,77.6814182,7,-1
Ivan,2020-07-04 11:11:47,10.1482147,77.5788076,12,-1
Ivan,2020-07-04 12:26:55,10.2019414,77.6870886,13,-1
Ivan,2020-07-04 00:15:54,10.1083005,77.5879388,1,-1
Ivan,2020-07-04 13:41:06,10.1053465,77.5336642,14,16
Ivan,2020-07-04 13:52:43,10.2339181,77.6621289,14,-1
Ivan,2020-07-03 19:11:08,10.149447,77.5080966,20,-1
Erin,2020-07-04 07:13:17,10.1548043,77.5176546,8,-1
Erin,2020-07-04 10:58:25,10.2439897,77.654408,11,-1
Erin,2020-07-04 14:29:37,10.2957342,77.5667478,15,-1
Erin,2020-07-04 10:14:50,10.2096657,77.6396336,11,-1
Erin,2020-07-04 13:28:56,10.1759877,77.5330438,14,-1
Erin,2020-07-04 03:57:02,10.1211957,77.6353759,4,-1
Erin,2020-07-04 18:20:05,10.1762901,77.5507993,19,17
Erin,2020-07-03 23:59:52,10.1542166,77.5902189,24,-1
Erin,2020-07-04 12:49:57,10.0028981,77.6688289,13,-1
Erin,2020-07-04 01:03:40,10.2277109,77.6541087,2,18
Erin,2020-07-04 01:26:47,10.1005722,77.6810722,2,-1
Erin,2020-07-04 09:41:29,10.1579186,77.5919383,10,-1
Erin,2020-07-04 07:58:36,10.2181933,77.5993514,8,-1
Erin,2020-07-04 06:38:44,10.1756058,77.6327815,7,-1
Erin,2020-07-04 11:38:15,10.1600177,77.5908566,12,-1
Erin,2020-07-04 15:42:39,10.0407534,77.5192231,16,-1
Erin,2020-07-04 01:34:19,10.1240125,77.6921502,2,-1
Erin,2020-07-04 18:05:14,10.0061091,77.5306085,19,-1
Erin,2020-07-04 13:18:16,10.234778,77.5216849,14,-1
Erin,2020-07-04 02:53:06,10.1802586,77.6808399,3,19
Erin,2020-07-04 07:51:57,10.1271412,77.5017807,8,-1
Erin,2020-07-04 07:42:17,10.0902664,77.6107896,8,-1
Erin,2020-07-04 04:58:02,10.0334105,77.5687702,5,-1
Erin,2020-07-04 14:38:17,10.1035449,77.6145582,15,-1
Erin,2020-07-04 15:17:13,10.0102964,77.6964421,16,-1
Erin,2020-07-03 18:58:54,10.180962,77.6819217,19,19
Erin,2020-07-04 08:24:42,10.0618563,77.6557696,9,-1
Erin,2020-07-04 06:33:36,10.0421046,77.6684823,7,-1
Erin,2020-07-03 21:06:14,10.2268001,77.5403986,22,-1
Erin,2020-07-04 04:09:14,10.2364264,77.5466951,5,-1
Erin,2020-07-04 02:50:25,10.2108897,77.5578534,3,20
Erin,2020-07-04 10:33:02,10.1945877,77.6791912,11,-1
Erin,2020-07-04 16:35:22,10.2360469,77.6771081,17,14
Erin,2020-07-04 05:50:53,10.2491524,77.618187,6,-1
Bob,2020-07-04 02:31:36,10.1092511,77.6410163,3,-1
Bob,2020-07-03 23:32:54,10.2636506,77.5060043,24,-1
Bob,2020-07-04 09:43:36,10.0176847,77.6620667,10,-1
Bob,2020-07-03 19:28:34,10.2467317,77.6105407,20,-1
Bob,2020-07-03 22:12:34,10.1775064,77.5764633,23,-1
Bob,2020-07-04 07:38:51,10.2918947,77.6253169,8,21
Bob,2020-07-04 01:48:06,10.0803283,77.5798693,2,-1
Bob,2020-07-03 20:03:13,10.0049104,77.551973,21,-1
Bob,2020-07-04 02:51:20,10.1924104,77.5674581,3,-1
Bob,2020-07-04 13:20:45,10.0410307,77.5447362,14,-1
Bob,2020-07-04 02:15:45,10.1232285,77.5857168,3,-1
Bob,2020-07-04 17:23:14,10.1039262,77.540153,18,-1
Bob,2020-07-03 21:00:29,10.0780234,77.6200632,22,-1
Bob,2020-07-04 01:40:24,10.2095375,77.5589766,2,20
Bob,2020-07-04 10:50:39,10.112669,77.5938069,11,-1
Bob,2020-07-04 06:31:16,10.0368303,77.6320701,7,-1
Bob,2020-07-03 23:55:36,10.2121869,77.6410919,24,-1
Bob,2020-07-04 17:57:51,10.094014,77.6580519,18,-1
Bob,2020-07-04 12:12:12,10.1080122,77.6698229,13,-1
Bob,2020-07-04 05:55:08,10.088772,77.6785353,6,-1
Bob,2020-07-04 03:48:46,10.1112883,77.5096172,4,-1
Bob,2020-07-04 15:08:58,10.1869466,77.664975,16,-1
Bob,2020-07-04 16:16:25,10.1608559,77.6085312,17,-1
Bob,2020-07-04 08:47:41,10.105079,77.6356841,9,-1
Bob,2020-07-04 15:48:57,10.1950128,77.6573281,16,22
Bob,2020-07-04 06:39:48,10.1231851,77.6230534,7,-1
Bob,2020-07-03 23:26:26,10.1420422,77.5327108,24,-1
Bob,2020-07-03 22:55:34,10.1710287,77.5379062,23,23
Bob,2020-07-04 06:05:18,10.223996,77.6838472,7,-1
Bob,2020-07-04 04:41:30,10.228745,77.6086975,5,-1
Bob,2020-07-04 14:27:00,10.2595247,77.6337154,15,-1
Bob,2020-07-04 05:14:13,10.0974956,77.6787606,6,-1
Bob,2020-07-04 16:20:46,10.1912756,77.5711252,17,-1
Bob,2020-07-03 20:10:10,10.0157939,77.6805723,21,-1
Bob,2020-07-04 01:38:06,10.0932685,77.5972855,2,5
Bob,2020-07-04 13:59:35,10.0541079,77.6504066,14,-1
Bob,2020-07-04 06:01:05,10.0052703,77.685776,7,-1
Bob,2020-07-03 20:36:46,10.220533,77.6410673,21,-1
Bob,2020-07-03 21:34:56,10.0276561,77.536646,22,-1
Bob,2020-07-04 08:08:14,10.2894218,77.6640863,9,-1
Bob,2020-07-04 12:31:28,10.0292275,77.6726681,13,-1
Bob,2020-07-04 15:02:54,10.0484686,77.6515597,16,-1
Bob,2020-07-04 11:08:43,10.2211045,77.6041056,12,-1
Bob,2020-07-04 00:26:12,10.0449106,77.5792717,1,-1
Bob,2020-07-03 18:34:06,10.1885053,77.5242984,19,-1
Bob,2020-07-03 20:51:24,10.096251,77.5218154,21,-1
Bob,2020-07-03 19:03:51,10.1840536,77.555576,20,-1
Bob,2020-07-04 03:15:08,10.2082469,77.586349,4,-1
Bob,2020-07-04 03:13:36,10.2773044,77.5698047,4,-1
Bob,2020-07-03 23:28:21,10.1912161,77.5394691,24,-1
Bob,2020-07-04 04:35:42,10.2993669,77.6836067,5,24
Bob,2020-07-04 02:47:48,10.2584672,77.5007071,3,-1
Bob,2020-07-03 18:56:39,10.2643009,77.5158874,19,-1
Bob,2020-07-04 11:10:49,10.2037028,77.5120855,12,-1
Bob,2020-07-04 18:11:08,10.0350412,77.6074125,19,-1
Bob,2020-07-03 21:16:42,10.0903166,77.644469,22,-1
Bob,2020-07-04 11:22:06,10.1236702,77.5633533,12,-1
Bob,2020-07-04 04:50:05,10.0688992,77.5807707,5,-1
Bob,2020-07-03 20:44:10,10.0371895,77.5494339,21,-1
Bob,2020-07-04 11:04:54,10.2624649,77.5030298,12,-1
Bob,2020-07-04 08:34:02,10.2110236,77.6656405,9,-1
Bob,2020-07-04 12:13:13,10.2891705,77.62102,13,-1
Bob,2020-07-04 17:18:22,10.2643391,77.6158682,18,25
Bob,2020-07-04 08:57:30,10.2977159,77.5536891,9,-1
Bob,2020-07-04 11:36:25,10.2904166,77.5298577,12,-1
Bob,2020-07-04 04:59:21,10.0325499,77.5859204,5,-1
Bob,2020-07-04 12:26:13,10.1710069,77.5017708,13,-1
Bob,2020-07-04 10:29:13,10.0846319,77.6915088,11,-1
Bob,2020-07-03 22:46:26,10.2876394,77.5616418,23,-1
Bob,2020-07-03 22:38:42,10.252425,77.5930409,23,-1
Bob,2020-07-04 01:29:33,10.0625847,77.6054321,2,-1
Grace,2020-07-04 02:53:17,10.008004,77.6102425,3,-1
Grace,2020-07-04 03:00:11,10.0527749,77.6751529,4,-1
Grace,2020-07-04 02:39:46,10.0019792,77.678796,3,-1
Grace,2020-07-04 15:58:59,10.0283032,77.6027441,16,-1
Grace,2020-07-03 22:18:11,10.0707344,77.5084828,23,-1
Grace,2020-07-04 04:04:40,10.1263901,77.614665,5,-1
Grace,2020-07-04 11:59:51,10.1463311,77.6597347,12,26
Grace,2020-07-04 15:40:12,10.2026637,77.6537522,16,-1
Grace,2020-07-04 00:49:23,10.2987619,77.6812288,1,24
Grace,2020-07-04 11:58:58,10.1698488,77.5396774,12,23
Grace,2020-07-03 18:55:54,10.2105471,77.5342087,19,-1
Grace,2020-07-04 11:32:18,10.1026049,77.508661,12,-1
Grace,2020-07-04 08:34:02,10.2724945,77.5032783,9,-1
Grace,2020-07-04 17:44:54,10.1490217,77.5108654,18,11
Grace,2020-07-03 22:20:31,10.2854825,77.6792762,23,-1
Grace,2020-07-03 21:23:23,10.0709007,77.6211177,22,-1
Grace,2020-07-04 14:53:48,10.2838353,77.6364634,15,-1
Grace,2020-07-04 01:00:21,10.0877766,77.5407041,2,27
Grace,2020-07-03 21:17:31,10.1668595,77.6445977,22,-1
Grace,2020-07-04 08:52:52,10.0395734,77.6759842,9,-1
Grace,2020-07-04 14:23:28,10.2105439,77.6461901,15,-1
Grace,2020-07-04 02:48:46,10.0779886,77.5917579,3,-1
